work_id,constituency_name,state_name,district_name,mp_name,work_description,work_category,sanctioned_amount,sanction_date,actual_expenditure,work_status,implementing_agency,financial_year,expected_completion_date,completion_date,latitude,longitude,anomaly_injected
WRK004467,Lakshadweep,Lakshadweep,Lakshadweep,Muhammed Hamdullah Sayeed,Construction of reinforced cement concrete culvert and approach road at Adarsh Nagar,ROADS,1600000.0,2025-11-18,1549609.67,COMPLETED,Public Works Department (PWD),2025-26,2026-06-23,2026-06-14,10.7565,72.487,
WRK004468,Lakshadweep,Lakshadweep,Lakshadweep,Muhammed Hamdullah Sayeed,Installation of piped drinking water supply scheme with solar pump at Gandhi Chowk,DRINKING_WATER,4980000.0,2025-04-24,4753702.73,COMPLETED,Rural Development Agency (DRDA),2025-26,2025-11-28,2025-11-23,10.5611,72.7896,
WRK004469,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of drinking water facility and sanitation block in school at Ram Nagar,EDUCATION,620000.0,2023-04-29,591107.09,COMPLETED,Public Works Department (PWD),2023-24,2023-12-11,2023-12-07,30.1382,78.1205,
WRK004470,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Supply of mobile health dispensary unit and diagnostic lab at Gandhi Chowk,HEALTH,4630000.0,2023-05-05,4353247.16,COMPLETED,Rural Development Agency (DRDA),2023-24,2023-09-05,2023-08-23,30.1271,77.8612,
WRK004471,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Bituminous surface road connectivity linking village to Sector 4,ROADS,2830000.0,2023-06-23,2704487.26,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2024-01-07,2023-12-29,30.1251,78.0538,
WRK004472,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Installation of piped drinking water supply scheme with solar pump at Gandhi Chowk,DRINKING_WATER,1000000.0,2023-09-07,3008705.2,COMPLETED,Zilla Parishad Engineering Division,2023-24,2024-04-30,2024-04-30,30.2913,78.1659,AMOUNT_CLUSTERING
WRK004473,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Installation of decentralized solid waste segregation and processing unit at Ram Nagar,SANITATION,1650000.0,2023-12-25,1565681.47,COMPLETED,Irrigation & Public Health Division,2023-24,2024-05-15,2024-05-01,30.2227,77.8519,
WRK004474,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of multipurpose community welfare hall and auditorium at Ram Nagar,COMMUNITY_ASSETS,509999.99999999994,2023-11-04,482918.11,COMPLETED,Public Works Department (PWD),2023-24,2024-02-05,2024-01-31,30.3516,77.8442,
WRK004475,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Rooftop solar photovoltaic power system for primary healthcare facility at Kisan Basti,POWER,1100000.0,2023-09-18,1023255.48,COMPLETED,Rural Development Agency (DRDA),2023-24,2024-04-15,2024-04-07,30.4039,78.1994,
WRK004476,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of drinking water facility and sanitation block in school at Adarsh Nagar,EDUCATION,3900000.0,2023-11-18,3831704.38,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2024-06-13,2024-06-13,30.1522,77.834,
WRK004477,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Supply of mobile health dispensary unit and diagnostic lab at Vikas Puri,HEALTH,2710000.0,2023-12-04,2540405.51,COMPLETED,Zilla Parishad Engineering Division,2023-24,2024-07-02,2024-07-02,30.3942,78.1671,
WRK004478,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Bituminous surface road connectivity linking village to Gandhi Chowk,ROADS,4050000.0,2023-06-20,3873896.78,COMPLETED,Irrigation & Public Health Division,2023-24,2024-02-02,2024-01-23,30.1336,78.1884,
WRK004479,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Installation of piped drinking water supply scheme with solar pump at Ram Nagar,DRINKING_WATER,2640000.0,2023-12-31,2500942.24,COMPLETED,Public Works Department (PWD),2023-24,2024-04-08,2024-04-06,30.21,77.8468,
WRK004480,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Installation of decentralized solid waste segregation and processing unit at Gandhi Chowk,SANITATION,4230000.0,2023-12-05,3901962.17,COMPLETED,Rural Development Agency (DRDA),2023-24,2024-04-30,2024-04-27,30.2122,78.0154,
WRK004481,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of Gram Panchayat Bhavan cum civic service centre at Sector 4,COMMUNITY_ASSETS,3320000.0000000005,2023-08-20,3142433.53,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2023-12-15,2023-12-06,30.2391,77.9938,
WRK004482,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Rooftop solar photovoltaic power system for primary healthcare facility at Gandhi Chowk,POWER,3370000.0000000005,2024-01-17,3343182.23,COMPLETED,Zilla Parishad Engineering Division,2023-24,2024-06-16,2024-06-10,30.3647,78.0881,
WRK004483,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of drinking water facility and sanitation block in school at Shivaji Nagar,EDUCATION,3130000.0,2023-08-14,3115766.09,COMPLETED,Irrigation & Public Health Division,2023-24,2024-03-05,2024-02-26,30.1325,78.0254,
WRK004484,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Supply of mobile health dispensary unit and diagnostic lab at Adarsh Nagar,HEALTH,4530000.0,2023-11-17,4397683.22,COMPLETED,Public Works Department (PWD),2023-24,2024-02-17,2024-02-13,30.1561,77.8218,
WRK004485,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of CC road and drainage channel from Main Market to Kisan Basti,ROADS,1340000.0,2023-09-05,1313817.65,COMPLETED,Rural Development Agency (DRDA),2023-24,2024-03-01,2024-02-25,30.2436,78.0596,
WRK004486,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,"Construction of 50,000 litre overhead water storage tank at Ram Nagar",DRINKING_WATER,2530000.0,2023-05-04,2468985.23,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2023-12-12,2023-12-02,30.3833,78.071,
WRK004487,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Installation of decentralized solid waste segregation and processing unit at Station Road,SANITATION,3929999.9999999995,2023-06-09,3825016.88,COMPLETED,Zilla Parishad Engineering Division,2023-24,2023-09-15,2023-09-08,30.3961,77.9822,
WRK004488,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of multipurpose community welfare hall and auditorium at Model Town,COMMUNITY_ASSETS,2730000.0,2023-09-21,2534673.96,COMPLETED,Irrigation & Public Health Division,2023-24,2024-01-06,2024-01-05,30.4949,78.1129,
WRK004489,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Supply and erection of 100 kVA distribution transformer for power stabilization at Kisan Basti,POWER,3620000.0000000005,2024-01-16,3615821.41,COMPLETED,Public Works Department (PWD),2023-24,2024-06-25,2024-06-23,30.1379,78.1551,
WRK004490,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Setting up of computer lab and digital library in Higher Secondary School at Kisan Basti,EDUCATION,2850000.0,2023-05-27,2797466.73,COMPLETED,Rural Development Agency (DRDA),2023-24,2023-10-29,2023-10-23,30.4804,77.8596,
WRK004491,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of Community Health Sub-Centre building at Sector 4,HEALTH,3030000.0,2023-08-26,2896296.75,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2024-03-09,2024-05-11,30.288,77.846,DELAYED_PROJECT
WRK004492,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of CC road and drainage channel from Main Market to Adarsh Nagar,ROADS,3990000.0,2023-12-09,3818775.0,COMPLETED,Zilla Parishad Engineering Division,2023-24,2024-05-20,2024-05-09,30.3638,77.8897,
WRK004493,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,"Construction of 50,000 litre overhead water storage tank at Subhash Ward",DRINKING_WATER,3979999.9999999995,2023-11-18,3743227.27,COMPLETED,Irrigation & Public Health Division,2023-24,2024-07-09,2024-06-25,30.4968,78.1499,
WRK004494,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of modern community sanitary complex with bio-toilets at Sector 4,SANITATION,4090000.0,2023-08-27,3967080.01,COMPLETED,Public Works Department (PWD),2023-24,2024-01-22,2024-01-11,30.3054,77.8404,
WRK004495,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of Gram Panchayat Bhavan cum civic service centre at Subhash Ward,COMMUNITY_ASSETS,1780000.0,2023-07-07,1770729.08,COMPLETED,Rural Development Agency (DRDA),2023-24,2023-10-10,2023-10-01,30.213,78.011,
WRK004496,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Installation of integrated solar LED street lighting units across Gandhi Chowk,POWER,2420000.0,2024-01-02,2404962.47,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2024-06-13,2024-06-10,30.198,77.899,
WRK004497,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Setting up of computer lab and digital library in Higher Secondary School at Gandhi Chowk,EDUCATION,4040000.0,2024-01-02,3870200.27,COMPLETED,Zilla Parishad Engineering Division,2023-24,2024-05-13,2024-04-28,30.2855,78.0379,
WRK004498,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Upgradation of Primary Health Centre with maternal care equipment at Ram Nagar,HEALTH,4570000.0,2023-08-17,4529162.27,COMPLETED,Irrigation & Public Health Division,2023-24,2024-03-11,2024-03-11,30.2083,78.0915,
WRK004499,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Bituminous surface road connectivity linking village to Sector 4,ROADS,1440000.0,2023-10-02,1348474.16,COMPLETED,Public Works Department (PWD),2023-24,2024-02-04,2024-01-22,30.2261,78.1501,
WRK004500,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,"Construction of 50,000 litre overhead water storage tank at Ram Nagar",DRINKING_WATER,3370000.0000000005,2023-06-10,3137472.33,COMPLETED,Rural Development Agency (DRDA),2023-24,2023-10-07,2023-10-04,30.3367,78.1681,
WRK004501,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of modern community sanitary complex with bio-toilets at Kisan Basti,SANITATION,1620000.0,2023-06-07,1537118.32,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2023-12-16,2023-12-05,30.3598,77.8816,
WRK004502,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of drinking water facility and sanitation block in school at Ram Nagar,EDUCATION,1240000.0,2024-08-29,1165038.93,COMPLETED,Public Works Department (PWD),2024-25,2025-03-15,2025-03-11,30.4137,77.9751,
WRK004503,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Upgradation of Primary Health Centre with maternal care equipment at Vikas Puri,HEALTH,3510000.0,2024-08-29,3259713.91,COMPLETED,Rural Development Agency (DRDA),2024-25,2025-02-15,2025-02-10,30.41,77.848,
WRK004504,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of reinforced cement concrete culvert and approach road at Model Town,ROADS,1720000.0,2024-09-22,1699500.15,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2025-01-26,2025-01-21,30.2652,78.0807,
WRK004505,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,"Construction of 50,000 litre overhead water storage tank at Shivaji Nagar",DRINKING_WATER,3929999.9999999995,2024-11-26,3841916.64,COMPLETED,Zilla Parishad Engineering Division,2024-25,2025-05-16,2025-05-12,30.3141,77.8617,
WRK004506,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of modern community sanitary complex with bio-toilets at Vikas Puri,SANITATION,1710000.0000000002,2024-06-09,1598230.63,COMPLETED,Irrigation & Public Health Division,2024-25,2025-02-02,2025-01-24,30.4268,78.0628,
WRK004507,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of multipurpose community welfare hall and auditorium at Shivaji Nagar,COMMUNITY_ASSETS,3000000.0,2024-10-10,2987761.48,COMPLETED,Public Works Department (PWD),2024-25,2025-03-07,2025-03-02,30.4302,78.0045,
WRK004508,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Rooftop solar photovoltaic power system for primary healthcare facility at Station Road,POWER,2830000.0,2025-01-01,2801215.15,COMPLETED,Rural Development Agency (DRDA),2024-25,2025-06-26,2025-06-13,30.1112,78.1223,
WRK004509,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of drinking water facility and sanitation block in school at Kisan Basti,EDUCATION,2120000.0,2024-08-02,2069328.93,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2025-01-14,2025-01-14,30.4648,77.9433,
WRK004510,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of Community Health Sub-Centre building at Kisan Basti,HEALTH,1780000.0,2024-08-23,1642430.76,COMPLETED,Zilla Parishad Engineering Division,2024-25,2025-01-30,2025-01-28,30.3262,77.9058,
WRK004511,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Bituminous surface road connectivity linking village to Sector 4,ROADS,2460000.0,2024-05-10,2339986.36,COMPLETED,Irrigation & Public Health Division,2024-25,2024-11-14,2024-11-12,30.3273,78.1495,
WRK004512,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Installation of piped drinking water supply scheme with solar pump at Kisan Basti,DRINKING_WATER,4129999.9999999995,2024-10-19,4069065.88,COMPLETED,Public Works Department (PWD),2024-25,2025-03-11,2025-03-07,30.2987,78.0375,
WRK004513,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Installation of decentralized solid waste segregation and processing unit at Ram Nagar,SANITATION,590000.0,2024-10-27,543949.67,COMPLETED,Rural Development Agency (DRDA),2024-25,2025-02-19,2025-02-09,30.1559,77.8089,
WRK004514,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of Gram Panchayat Bhavan cum civic service centre at Ram Nagar,COMMUNITY_ASSETS,3790000.0,2024-10-14,3739626.84,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2025-05-03,2025-04-25,30.1174,78.1023,
WRK004515,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Installation of integrated solar LED street lighting units across Ram Nagar,POWER,640000.0,2024-12-11,636829.48,COMPLETED,Zilla Parishad Engineering Division,2024-25,2025-08-02,2025-07-21,30.1573,78.1809,
WRK004516,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of drinking water facility and sanitation block in school at Kisan Basti,EDUCATION,1410000.0,2024-09-14,1370416.77,COMPLETED,Irrigation & Public Health Division,2024-25,2025-03-23,2025-03-15,30.4095,77.887,
WRK004517,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Supply of mobile health dispensary unit and diagnostic lab at Model Town,HEALTH,1610000.0000000002,2024-09-15,1501106.66,COMPLETED,Public Works Department (PWD),2024-25,2025-04-23,2025-04-19,30.4738,77.9035,
WRK004518,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of CC road and drainage channel from Main Market to Shivaji Nagar,ROADS,910000.0,2024-11-20,856314.62,COMPLETED,Rural Development Agency (DRDA),2024-25,2025-06-25,2025-06-19,30.3366,77.9058,
WRK004519,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Installation of community reverse osmosis water purification plant at Adarsh Nagar,DRINKING_WATER,4290000.0,2024-10-14,4195842.33,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2025-05-21,2025-05-21,30.4503,77.8693,
WRK004520,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Installation of decentralized solid waste segregation and processing unit at Ram Nagar,SANITATION,2480000.0,2024-06-28,2417062.58,COMPLETED,Zilla Parishad Engineering Division,2024-25,2024-10-23,2024-10-08,30.3116,77.8531,
WRK004521,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of multipurpose community welfare hall and auditorium at Shivaji Nagar,COMMUNITY_ASSETS,2270000.0,2024-07-31,2236531.35,COMPLETED,Irrigation & Public Health Division,2024-25,2024-12-01,2024-11-16,30.2903,77.8409,
WRK004522,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Rooftop solar photovoltaic power system for primary healthcare facility at Ram Nagar,POWER,1750000.0,2024-05-06,1687340.4,COMPLETED,Public Works Department (PWD),2024-25,2024-11-11,2024-11-03,30.2345,77.9466,
WRK004523,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of drinking water facility and sanitation block in school at Gandhi Chowk,EDUCATION,4840000.0,2024-06-17,4503622.7,COMPLETED,Rural Development Agency (DRDA),2024-25,2024-12-13,2024-12-03,30.1026,77.8543,
WRK004524,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Upgradation of Primary Health Centre with maternal care equipment at Kisan Basti,HEALTH,3560000.0,2024-09-12,3424973.12,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2025-03-07,2025-02-24,30.3351,77.8679,
WRK004525,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Bituminous surface road connectivity linking village to Subhash Ward,ROADS,2670000.0,2024-12-23,2513002.88,COMPLETED,Zilla Parishad Engineering Division,2024-25,2025-05-31,2025-05-23,30.173,78.05,
WRK004526,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Installation of community reverse osmosis water purification plant at Kisan Basti,DRINKING_WATER,3790000.0,2024-07-24,3613607.52,COMPLETED,Irrigation & Public Health Division,2024-25,2024-11-25,2024-11-15,30.3862,78.008,
WRK004527,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of modern community sanitary complex with bio-toilets at Adarsh Nagar,SANITATION,680000.0,2024-06-16,629283.55,COMPLETED,Public Works Department (PWD),2024-25,2024-10-19,2024-10-10,30.2517,77.9959,
WRK004528,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of covered shed and crematorium facility with lighting at Ram Nagar,COMMUNITY_ASSETS,2230000.0,2025-01-08,2199906.73,COMPLETED,Rural Development Agency (DRDA),2024-25,2025-08-31,2025-08-22,30.3666,77.9531,
WRK004529,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Supply and erection of 100 kVA distribution transformer for power stabilization at Gandhi Chowk,POWER,4560000.0,2024-10-17,4196769.16,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2025-05-16,2025-05-07,30.1995,78.1878,
WRK004530,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of additional classrooms in Government High School at Vikas Puri,EDUCATION,1500000.0,2024-12-04,1480955.59,COMPLETED,Zilla Parishad Engineering Division,2024-25,2025-07-27,2025-07-26,30.4953,77.8207,
WRK004531,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of Community Health Sub-Centre building at Shivaji Nagar,HEALTH,4920000.0,2024-06-08,4560105.93,COMPLETED,Irrigation & Public Health Division,2024-25,2025-01-05,2024-12-30,30.4956,78.1556,
WRK004532,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of reinforced cement concrete culvert and approach road at Adarsh Nagar,ROADS,4520000.0,2024-05-12,4293319.57,COMPLETED,Public Works Department (PWD),2024-25,2024-09-19,2024-09-04,30.3737,77.9815,
WRK004533,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Installation of community reverse osmosis water purification plant at Station Road,DRINKING_WATER,2950000.0,2024-11-12,2720494.53,COMPLETED,Rural Development Agency (DRDA),2024-25,2025-02-14,2025-02-14,30.1001,77.8235,
WRK004534,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of modern community sanitary complex with bio-toilets at Station Road,SANITATION,2850000.0,2024-06-17,2781526.19,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2024-11-25,2024-11-23,30.2389,77.8981,
WRK004535,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of additional classrooms in Government High School at Shivaji Nagar,EDUCATION,840000.0,2025-08-01,807481.54,COMPLETED,Public Works Department (PWD),2025-26,2026-01-21,2026-01-20,30.4243,78.1628,
WRK004536,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of Community Health Sub-Centre building at Gandhi Chowk,HEALTH,2120000.0,2025-12-07,2043815.4,COMPLETED,Rural Development Agency (DRDA),2025-26,2026-03-14,2026-02-28,30.1791,77.8786,
WRK004537,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Bituminous surface road connectivity linking village to Sector 4,ROADS,4730000.0,2025-09-07,4457429.34,COMPLETED,Municipal Corporation Engineering Cell,2025-26,2026-04-04,2026-03-27,30.2345,77.8677,
WRK004538,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Installation of piped drinking water supply scheme with solar pump at Sector 4,DRINKING_WATER,2810000.0,2025-11-29,2760851.99,COMPLETED,Zilla Parishad Engineering Division,2025-26,2026-07-16,2026-07-11,30.2693,78.0599,
WRK004539,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Underground storm water drainage and sewage disposal network at Vikas Puri,SANITATION,4770000.0,2025-10-06,4516334.44,COMPLETED,Irrigation & Public Health Division,2025-26,2026-01-05,2025-12-30,30.3351,78.03,
WRK004540,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of covered shed and crematorium facility with lighting at Kisan Basti,COMMUNITY_ASSETS,4560000.0,2025-07-15,4357650.19,COMPLETED,Public Works Department (PWD),2025-26,2026-01-21,2026-01-19,30.2649,77.9165,
WRK004541,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Supply and erection of 100 kVA distribution transformer for power stabilization at Gandhi Chowk,POWER,4600000.0,2026-01-17,4588093.84,COMPLETED,Rural Development Agency (DRDA),2025-26,2026-06-29,2026-06-21,30.4069,77.8537,
WRK004542,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of drinking water facility and sanitation block in school at Vikas Puri,EDUCATION,3940000.0,2025-09-01,3910580.79,COMPLETED,Municipal Corporation Engineering Cell,2025-26,2026-02-20,2026-02-09,30.4653,78.0728,
WRK004543,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Upgradation of Primary Health Centre with maternal care equipment at Kisan Basti,HEALTH,1670000.0,2025-10-30,1613085.64,COMPLETED,Zilla Parishad Engineering Division,2025-26,2026-03-18,2026-03-12,30.4716,78.0419,
WRK004544,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of CC road and drainage channel from Main Market to Subhash Ward,ROADS,2520000.0,2025-10-26,2495205.82,COMPLETED,Irrigation & Public Health Division,2025-26,2026-02-01,2026-01-30,30.2766,78.1578,
WRK004545,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Installation of community reverse osmosis water purification plant at Vikas Puri,DRINKING_WATER,2900000.0,2025-10-17,2680667.52,COMPLETED,Public Works Department (PWD),2025-26,2026-05-09,2026-05-07,30.2083,77.8302,
WRK004546,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Underground storm water drainage and sewage disposal network at Station Road,SANITATION,1800000.0,2025-11-21,1720802.4,COMPLETED,Rural Development Agency (DRDA),2025-26,2026-03-14,2026-03-09,30.3016,78.0499,
WRK004547,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of multipurpose community welfare hall and auditorium at Kisan Basti,COMMUNITY_ASSETS,740000.0,2025-12-14,706324.68,COMPLETED,Municipal Corporation Engineering Cell,2025-26,2026-04-23,2026-04-16,30.2115,77.8851,
WRK004548,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Supply and erection of 100 kVA distribution transformer for power stabilization at Model Town,POWER,4990000.0,2026-01-08,4596624.31,COMPLETED,Zilla Parishad Engineering Division,2025-26,2026-06-13,2026-06-12,30.4929,78.1946,
WRK004549,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of additional classrooms in Government High School at Ram Nagar,EDUCATION,2670000.0,2025-05-06,2635397.4,COMPLETED,Irrigation & Public Health Division,2025-26,2026-01-01,2025-12-28,30.1804,77.9378,
WRK004550,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of Community Health Sub-Centre building at Model Town,HEALTH,4940000.0,2025-07-16,4852041.99,COMPLETED,Public Works Department (PWD),2025-26,2026-03-13,2026-03-05,30.1558,77.8201,
WRK004551,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of reinforced cement concrete culvert and approach road at Station Road,ROADS,4790000.0,2025-12-12,4748241.11,COMPLETED,Rural Development Agency (DRDA),2025-26,2026-06-07,2026-05-28,30.4105,77.8471,
WRK004552,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Installation of piped drinking water supply scheme with solar pump at Station Road,DRINKING_WATER,520000.0,2025-08-21,502366.06,COMPLETED,Municipal Corporation Engineering Cell,2025-26,2026-04-09,2026-03-28,30.4122,77.9831,
WRK004553,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Underground storm water drainage and sewage disposal network at Shivaji Nagar,SANITATION,3679999.9999999995,2025-06-27,3556450.27,COMPLETED,Zilla Parishad Engineering Division,2025-26,2025-11-10,2025-10-26,30.2362,77.9553,
WRK004554,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of Gram Panchayat Bhavan cum civic service centre at Kisan Basti,COMMUNITY_ASSETS,1460000.0,2026-01-16,1449492.79,COMPLETED,Irrigation & Public Health Division,2025-26,2026-04-27,2026-04-14,30.3791,77.8822,
WRK004555,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Installation of integrated solar LED street lighting units across Subhash Ward,POWER,3440000.0,2025-10-06,3312336.24,COMPLETED,Public Works Department (PWD),2025-26,2026-02-05,2026-02-04,30.3353,77.9293,
WRK004556,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of drinking water facility and sanitation block in school at Kisan Basti,EDUCATION,3810000.0,2025-04-30,3620209.34,COMPLETED,Rural Development Agency (DRDA),2025-26,2025-08-09,2025-08-02,30.2705,77.81,
WRK004557,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Upgradation of Primary Health Centre with maternal care equipment at Shivaji Nagar,HEALTH,640000.0,2025-11-29,633225.45,COMPLETED,Municipal Corporation Engineering Cell,2025-26,2026-03-12,2026-03-12,30.4136,78.0933,
WRK004558,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Bituminous surface road connectivity linking village to Ram Nagar,ROADS,2240000.0,2025-07-25,2222657.75,COMPLETED,Zilla Parishad Engineering Division,2025-26,2026-02-12,2026-02-04,30.133,78.0913,
WRK004559,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Installation of community reverse osmosis water purification plant at Kisan Basti,DRINKING_WATER,1340000.0,2025-11-25,1318559.01,COMPLETED,Irrigation & Public Health Division,2025-26,2026-03-15,2026-02-28,30.4626,78.1568,
WRK004560,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Installation of decentralized solid waste segregation and processing unit at Adarsh Nagar,SANITATION,4880000.0,2025-08-24,4786426.17,COMPLETED,Public Works Department (PWD),2025-26,2026-03-30,2026-03-30,30.2749,77.8488,
WRK004561,Haridwar,Uttarakhand,Haridwar,Trivendra Singh Rawat,Construction of Gram Panchayat Bhavan cum civic service centre at Gandhi Chowk,COMMUNITY_ASSETS,1270000.0,2025-09-03,1179456.83,COMPLETED,Rural Development Agency (DRDA),2025-26,2026-04-10,2026-04-10,30.2446,77.8935,
